AREA_NAME,YEAR,GROUP_NAME,SUB_GROUP_NAME,AUTO_THEFT_COORDINATED_TRACED,AUTO_THEFT_RECOVERED,AUTO_THEFT_STOLEN
Meghalaya,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,14.0,90
Mizoram,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0
Nagaland,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,15.0,71
Odisha,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,19.0,51
Puducherry,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,3.0,9
Punjab,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88.0,147.0,357
Rajasthan,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,247.0,809
Sikkim,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,4
Tamil Nadu,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54.0,60.0,93
Tripura,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1
Uttar Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,12.0,306.0,1477
Uttarakhand,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,20.0,102
West Bengal,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,56.0,176
Andhra Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19.0,175.0,434
Arunachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0
Assam,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,117.0,409
Bihar,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,21.0,49
Chandigarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,50.0,158
Chhattisgarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,39.0,76
Dadra & Nagar Haveli,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,3
Daman & Diu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4.0,14
Delhi,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88.0,620.0,4066
Goa,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,11.0,43
Gujarat,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,118.0,467
Haryana,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,443.0,1438
Himachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,48.0,99
Jammu & Kashmir,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,18.0,67
Jharkhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,65
Karnataka,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,126.0,503
Kerala,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,107.0,519
Madhya Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,145.0,384
Maharashtra,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,312.0,541.0,2252
Manipur,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,9
Meghalaya,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,6.0,66
Mizoram,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,14.0,24
Nagaland,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,16.0,43
Odisha,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,15.0,35.0,96
Puducherry,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,5
Punjab,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,145.0,142.0,518
Rajasthan,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,39.0,225.0,1035
Sikkim,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,5.0,5
Tamil Nadu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,87.0,93.0,131
Tripura,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,12
Uttar Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,390.0,1458
Uttarakhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,29.0,101
West Bengal,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14.0,92.0,298
Andhra Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,149.0,298
Arunachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,4.0,12
Assam,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,101.0,264
Bihar,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,22.0,61
Chandigarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,96.0,357
Chhattisgarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,40.0,99
Dadra & Nagar Haveli,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1
Daman & Diu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,5
Delhi,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,536.0,3613
Goa,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,9.0,32
Gujarat,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64.0,156.0,508
Haryana,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,42.0,411.0,1237
Himachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10.0,37.0,86
Jammu & Kashmir,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,35.0,130
Jharkhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,77.0,365
Karnataka,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,132.0,546
Kerala,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,148.0,606
Madhya Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,25.0,177.0,469
Maharashtra,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,217.0,467.0,2219
Manipur,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,12
Meghalaya,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,3.0,15
Mizoram,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,15
Nagaland,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,9.0,56
Odisha,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,50.0,99
Puducherry,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,7.0,11
Punjab,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,157.0,173.0,577
Rajasthan,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31.0,315.0,1130
Sikkim,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,5.0,6
Tamil Nadu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,70.0,74.0,100
Tripura,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,2
Uttar Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,348.0,1458
Uttarakhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,28.0,28.0,119
West Bengal,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,9.0,66.0,328
Andhra Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,165.0,300
Arunachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,17
Assam,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,86.0,508
Bihar,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,31.0,134
Chandigarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,108.0,426
Chhattisgarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,145.0,405
Dadra & Nagar Haveli,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1
Daman & Diu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,8
Delhi,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,486.0,4388
Goa,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,6.0,20
Gujarat,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,55.0,103.0,593
Haryana,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,53.0,434.0,1534
Himachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,39.0,119
Jammu & Kashmir,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,30.0,163
Jharkhand,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,42.0,277
Karnataka,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,234.0,813
Kerala,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,92.0,452
Madhya Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,157.0,454
Maharashtra,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,86.0,256.0,2459
Manipur,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,4.0,59
Meghalaya,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,13.0,53
Mizoram,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,12.0,15
Nagaland,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,7.0,89
Odisha,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,30.0,125
Puducherry,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,13
Punjab,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,110.0,208.0,641
Rajasthan,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,66.0,232.0,1223
Sikkim,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,6.0,6
Tamil Nadu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,121.0,135.0,200
Tripura,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,3
Uttar Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,334.0,1546
Uttarakhand,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26.0,124
West Bengal,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,76.0,272
Andaman & Nicobar Islands,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1.0,1
Andhra Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,253.0,436
Arunachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,4.0,26
Assam,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,97.0,443
Bihar,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14.0,41.0,262
Chandigarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,75.0,466
Chhattisgarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,76.0,236
Dadra & Nagar Haveli,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,10
Daman & Diu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,4
Delhi,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,289.0,580.0,4757
Goa,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,4.0,19
Gujarat,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,155.0,763
Haryana,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,40.0,433.0,1587
Himachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,62.0,166
Jammu & Kashmir,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,122.0,433
Jharkhand,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,74.0,295
Karnataka,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,252.0,959
Kerala,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,109.0,307
Lakshadweep,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,4.0,4
Madhya Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,234.0,675
Maharashtra,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,251.0,509.0,2523
Manipur,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,1.0,51
Meghalaya,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,12.0,59
Mizoram,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,6.0,8
Nagaland,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,21.0,103
Odisha,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,74.0,358
Puducherry,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,9
Punjab,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,248.0,870
Rajasthan,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,158.0,321.0,1654
Sikkim,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4.0,7
Tamil Nadu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,104.0,140.0,194
Tripura,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,4
Uttar Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,320.0,2718
Uttarakhand,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26.0,106
West Bengal,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64.0,86.0,401
Andhra Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,203.0,530.0,602
Arunachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,2.0,5
Assam,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,32.0,103
Bihar,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,45.0,360
Chandigarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,75.0,355
Chhattisgarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,52.0,152
Dadra & Nagar Haveli,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1.0,6
Daman & Diu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,2
Delhi,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,24.0,594.0,5281
Goa,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,9.0,20
Gujarat,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,170.0,843
Haryana,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,61.0,499.0,1918
Himachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,61.0,161
Jammu & Kashmir,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,93.0,334
Jharkhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,54.0,368
Karnataka,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,45.0,442.0,1087
Kerala,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,56.0,180
Madhya Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46.0,299.0,780
Maharashtra,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,238.0,571.0,2612
Manipur,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,4.0,47
Meghalaya,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,19.0,43
Mizoram,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,13.0,18
Nagaland,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,12.0,81
Odisha,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,82.0,181
Puducherry,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,4.0,12
Punjab,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,92.0,315.0,943
Rajasthan,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,189.0,256.0,1491
Sikkim,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,2
Tamil Nadu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,119.0,185.0,265
Tripura,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,2
Uttar Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,65.0,374.0,3046
Uttarakhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26.0,96
West Bengal,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,89.0,401
Andhra Pradesh,2001,AT3-Buses,3. Buses,0.0,3.0,5
Arunachal Pradesh,2001,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2001,AT3-Buses,3. Buses,0.0,0.0,0
Bihar,2001,AT3-Buses,3. Buses,0.0,0.0,0
Chandigarh,2001,AT3-Buses,3. Buses,0.0,0.0,0
Chhattisgarh,2001,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2001,AT3-Buses,3. Buses,,14.0,37
Gujarat,2001,AT3-Buses,3. Buses,1.0,3.0,3
Haryana,2001,AT3-Buses,3. Buses,0.0,7.0,12
Himachal Pradesh,2001,AT3-Buses,3. Buses,0.0,1.0,1
Jammu & Kashmir,2001,AT3-Buses,3. Buses,0.0,1.0,4
Jharkhand,2001,AT3-Buses,3. Buses,1.0,1.0,2
Karnataka,2001,AT3-Buses,3. Buses,1.0,4.0,5
Kerala,2001,AT3-Buses,3. Buses,,25.0,42
Madhya Pradesh,2001,AT3-Buses,3. Buses,,,4
Maharashtra,2001,AT3-Buses,3. Buses,3.0,7.0,11
Meghalaya,2001,AT3-Buses,3. Buses,0.0,1.0,1
Mizoram,2001,AT3-Buses,3. Buses,0.0,0.0,0
Nagaland,2001,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2001,AT3-Buses,3. Buses,0.0,0.0,0
Punjab,2001,AT3-Buses,3. Buses,1.0,7.0,23
Rajasthan,2001,AT3-Buses,3. Buses,,32.0,41
Tamil Nadu,2001,AT3-Buses,3. Buses,0.0,7.0,8
Uttar Pradesh,2001,AT3-Buses,3. Buses,,6.0,17
Uttarakhand,2001,AT3-Buses,3. Buses,,1.0,1
West Bengal,2001,AT3-Buses,3. Buses,0.0,0.0,1
Andhra Pradesh,2002,AT3-Buses,3. Buses,0.0,5.0,5
Assam,2002,AT3-Buses,3. Buses,0.0,0.0,0
Bihar,2002,AT3-Buses,3. Buses,0.0,0.0,0
Chhattisgarh,2002,AT3-Buses,3. Buses,0.0,0.0,0
Daman & Diu,2002,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2002,AT3-Buses,3. Buses,4.0,10.0,27
Goa,2002,AT3-Buses,3. Buses,,1.0,1
Gujarat,2002,AT3-Buses,3. Buses,1.0,4.0,36
Haryana,2002,AT3-Buses,3. Buses,0.0,11.0,16
Himachal Pradesh,2002,AT3-Buses,3. Buses,0.0,0.0,0
Jammu & Kashmir,2002,AT3-Buses,3. Buses,0.0,5.0,5
Karnataka,2002,AT3-Buses,3. Buses,0.0,1.0,1
Kerala,2002,AT3-Buses,3. Buses,2.0,10.0,19
Madhya Pradesh,2002,AT3-Buses,3. Buses,0.0,9.0,15
Maharashtra,2002,AT3-Buses,3. Buses,1.0,6.0,13
Meghalaya,2002,AT3-Buses,3. Buses,0.0,0.0,0
Nagaland,2002,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2002,AT3-Buses,3. Buses,0.0,0.0,0
Punjab,2002,AT3-Buses,3. Buses,1.0,5.0,5
Rajasthan,2002,AT3-Buses,3. Buses,,22.0,29
Tamil Nadu,2002,AT3-Buses,3. Buses,0.0,1.0,2
Uttar Pradesh,2002,AT3-Buses,3. Buses,1.0,19.0,25
West Bengal,2002,AT3-Buses,3. Buses,0.0,0.0,8
Andhra Pradesh,2003,AT3-Buses,3. Buses,0.0,4.0,6
Arunachal Pradesh,2003,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2003,AT3-Buses,3. Buses,0.0,0.0,0
Bihar,2003,AT3-Buses,3. Buses,0.0,0.0,0
Chandigarh,2003,AT3-Buses,3. Buses,0.0,0.0,0
Chhattisgarh,2003,AT3-Buses,3. Buses,0.0,0.0,0
Daman & Diu,2003,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2003,AT3-Buses,3. Buses,1.0,5.0,18
Gujarat,2003,AT3-Buses,3. Buses,2.0,4.0,36
Haryana,2003,AT3-Buses,3. Buses,2.0,20.0,32
Himachal Pradesh,2003,AT3-Buses,3. Buses,0.0,0.0,0
Jammu & Kashmir,2003,AT3-Buses,3. Buses,0.0,0.0,0
Jharkhand,2003,AT3-Buses,3. Buses,0.0,0.0,0
Karnataka,2003,AT3-Buses,3. Buses,0.0,2.0,4
Kerala,2003,AT3-Buses,3. Buses,,2.0,4
Maharashtra,2003,AT3-Buses,3. Buses,1.0,5.0,15
Meghalaya,2003,AT3-Buses,3. Buses,0.0,0.0,0
Nagaland,2003,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2003,AT3-Buses,3. Buses,0.0,0.0,0
Punjab,2003,AT3-Buses,3. Buses,1.0,9.0,17
Rajasthan,2003,AT3-Buses,3. Buses,0.0,24.0,38
Tamil Nadu,2003,AT3-Buses,3. Buses,0.0,2.0,2
Uttar Pradesh,2003,AT3-Buses,3. Buses,2.0,19.0,34
West Bengal,2003,AT3-Buses,3. Buses,0.0,0.0,1
Andhra Pradesh,2004,AT3-Buses,3. Buses,2.0,6.0,15
Arunachal Pradesh,2004,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2004,AT3-Buses,3. Buses,,4.0,21
Bihar,2004,AT3-Buses,3. Buses,0.0,0.0,0
Chandigarh,2004,AT3-Buses,3. Buses,0.0,1.0,2
Chhattisgarh,2004,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2004,AT3-Buses,3. Buses,2.0,3.0,10
Gujarat,2004,AT3-Buses,3. Buses,1.0,24.0,46
Haryana,2004,AT3-Buses,3. Buses,,2.0,2
Himachal Pradesh,2004,AT3-Buses,3. Buses,0.0,1.0,1
Karnataka,2004,AT3-Buses,3. Buses,1.0,9.0,12
Kerala,2004,AT3-Buses,3. Buses,,4.0,4
Madhya Pradesh,2004,AT3-Buses,3. Buses,0.0,2.0,7
Maharashtra,2004,AT3-Buses,3. Buses,0.0,9.0,21
Manipur,2004,AT3-Buses,3. Buses,0.0,0.0,0
Meghalaya,2004,AT3-Buses,3. Buses,0.0,0.0,0
Mizoram,2004,AT3-Buses,3. Buses,0.0,0.0,0
Nagaland,2004,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2004,AT3-Buses,3. Buses,0.0,2.0,35
Puducherry,2004,AT3-Buses,3. Buses,,1.0,1
Punjab,2004,AT3-Buses,3. Buses,0.0,1.0,1
Rajasthan,2004,AT3-Buses,3. Buses,,11.0,12
Sikkim,2004,AT3-Buses,3. Buses,,0.0,0
Tamil Nadu,2004,AT3-Buses,3. Buses,2.0,2.0,2
Uttar Pradesh,2004,AT3-Buses,3. Buses,,14.0,24
Uttarakhand,2004,AT3-Buses,3. Buses,,1.0,1
West Bengal,2004,AT3-Buses,3. Buses,0.0,0.0,0
Andhra Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0
Arunachal Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2005,AT3-Buses,3. Buses,0.0,6.0,1
Bihar,2005,AT3-Buses,3. Buses,0.0,0.0,0
Chandigarh,2005,AT3-Buses,3. Buses,0.0,0.0,0
